poly_ID,poly_SMI,dimer,quadmer,octamer,EA,IP
3_197,c1ccccc1.c1cc2ncsc2cn1,c1ccc(-c2nc3ccncc3s2)cc1,c1ccc(-c2nc3ccnc(-c4ccc(-c5nc6ccncc6s5)cc4)c3s2)cc1,c1ccc(-c2nc3ccnc(-c4ccc(-c5nc6ccnc(-c7ccc(-c8nc9ccnc(-c%10ccc(-c%11nc%12ccncc%12s%11)cc%10)c9s8)cc7)c6s5)cc4)c3s2)cc1,-2.19600601,1.959698108
3_198,c1ccccc1.c1cnc2c(c1)ccc1cccnc12,c1ccc(-c2ccnc3c2ccc2cccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccc(-c5ccnc6c5ccc5cccnc56)cc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccc(-c5ccnc6c5ccc5c(-c7ccc(-c8ccnc9c8ccc8c(-c%10ccc(-c%11ccnc%12c%11ccc%11cccnc%11%12)cc%10)ccnc89)cc7)ccnc56)cc4)ccnc23)cc1,-2.726375535,1.979218301
3_199,c1ccccc1.c1cc2n[nH]cc2cn1,c1ccc(-c2[nH]nc3ccncc23)cc1,c1ccc(-c2[nH]nc3cc(-c4ccc(-c5[nH]nc6ccncc56)cc4)ncc23)cc1,c1ccc(-c2[nH]nc3cc(-c4ccc(-c5[nH]nc6cc(-c7ccc(-c8[nH]nc9cc(-c%10ccc(-c%11[nH]nc%12ccncc%11%12)cc%10)ncc89)cc7)ncc56)cc4)ncc23)cc1,-2.764903416,1.451710697
3_200,c1ccccc1.c1ccnnc1,c1ccc(-c2cccnn2)cc1,c1ccc(-c2ccc(-c3ccc(-c4cccnn4)cc3)nn2)cc1,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccnn8)cc7)nn6)cc5)nn4)cc3)nn2)cc1,-2.519027024,2.020085036
3_201,c1ccccc1.O=Cc1cccnc1,O=Cc1cccnc1-c1ccccc1,O=Cc1cccnc1-c1ccc(-c2ccc(C=O)c(-c3ccccc3)n2)cc1,O=Cc1cccnc1-c1ccc(-c2ccc(C=O)c(-c3ccc(-c4ccc(C=O)c(-c5ccc(-c6ccc(C=O)c(-c7ccccc7)n6)cc5)n4)cc3)n2)cc1,-2.110868389,2.251833034
3_202,c1ccccc1.c1ccn2cncc2c1,c1ccc(-c2ccn3cncc3c2)cc1,c1ccc(-c2cc(-c3ccc(-c4ccn5cncc5c4)cc3)n3cncc3c2)cc1,c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(-c6cc(-c7ccc(-c8ccn9cncc9c8)cc7)n7cncc7c6)cc5)n5cncc5c4)cc3)n3cncc3c2)cc1,-3.191339965,0.965526773
3_203,c1ccccc1.FC(F)c1ccccc1,FC(F)c1cccc(-c2ccccc2)c1,FC(F)c1cccc(-c2ccc(-c3cc(-c4ccccc4)cc(C(F)F)c3)cc2)c1,FC(F)c1cccc(-c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccccc8)cc(C(F)F)c7)cc6)cc(C(F)F)c5)cc4)cc(C(F)F)c3)cc2)c1,-3.282738986,2.088523541
3_204,c1ccccc1.Cc1ccccc1,Cc1cccc(-c2ccccc2)c1,Cc1cccc(-c2ccc(-c3cc(C)cc(-c4ccccc4)c3)cc2)c1,Cc1cccc(-c2ccc(-c3cc(C)cc(-c4ccc(-c5cc(C)cc(-c6ccc(-c7cc(C)cc(-c8ccccc8)c7)cc6)c5)cc4)c3)cc2)c1,-3.567922692,1.813710855
3_205,c1ccccc1.Nc1cc(F)ccc1F,Nc1cc(F)c(-c2ccccc2)cc1F,Nc1cc(F)c(-c2ccc(-c3c(N)c(F)cc(-c4ccccc4)c3F)cc2)cc1F,Nc1cc(F)c(-c2ccc(-c3c(N)c(F)cc(-c4ccc(-c5c(N)c(F)cc(-c6ccc(-c7c(N)c(F)cc(-c8ccccc8)c7F)cc6)c5F)cc4)c3F)cc2)cc1F,-3.663288504,1.313514937
3_206,c1ccccc1.O=C(O)c1ccccc1,O=C(O)c1ccccc1-c1ccccc1,O=C(O)c1ccccc1-c1ccc(-c2ccc(-c3ccccc3)c(C(=O)O)c2)cc1,O=C(O)c1ccccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccccc7)c(C(=O)O)c6)cc5)c(C(=O)O)c4)cc3)c(C(=O)O)c2)cc1,-2.924735727,2.104466466
3_207,c1ccccc1.c1ccc2c(c1)Cc1ccccc1-2,c1ccc(-c2ccc3c(c2)Cc2ccccc2-3)cc1,c1ccc(-c2ccc3c(c2)Cc2cc(-c4ccc(-c5ccc6c(c5)Cc5ccccc5-6)cc4)ccc2-3)cc1,c1ccc(-c2ccc3c(c2)Cc2cc(-c4ccc(-c5ccc6c(c5)Cc5cc(-c7ccc(-c8ccc9c(c8)Cc8cc(-c%10ccc(-c%11ccc%12c(c%11)Cc%11ccccc%11-%12)cc%10)ccc8-9)cc7)ccc5-6)cc4)ccc2-3)cc1,-3.149657021,1.376832422
3_208,c1ccccc1.Oc1cccnc1,Oc1cccnc1-c1ccccc1,Oc1cccnc1-c1ccc(-c2cnc(-c3ccccc3)c(O)c2)cc1,Oc1cccnc1-c1ccc(-c2cnc(-c3ccc(-c4cnc(-c5ccc(-c6cnc(-c7ccccc7)c(O)c6)cc5)c(O)c4)cc3)c(O)c2)cc1,-3.009610518,1.688037018
3_209,c1ccccc1.c1ccc2nsnc2c1,c1ccc(-c2cccc3nsnc23)cc1,c1ccc(-c2ccc(-c3ccc(-c4cccc5nsnc45)cc3)c3nsnc23)cc1,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9nsnc89)cc7)c7nsnc67)cc5)c5nsnc45)cc3)c3nsnc23)cc1,-1.762307977,1.572520321
3_210,c1ccccc1.c1cnc2n[nH]cc2c1,c1ccc(-c2cnc3n[nH]cc3c2)cc1,c1ccc(-c2cnc3n[nH]c(-c4ccc(-c5cnc6n[nH]cc6c5)cc4)c3c2)cc1,c1ccc(-c2cnc3n[nH]c(-c4ccc(-c5cnc6n[nH]c(-c7ccc(-c8cnc9n[nH]c(-c%10ccc(-c%11cnc%12n[nH]cc%12c%11)cc%10)c9c8)cc7)c6c5)cc4)c3c2)cc1,-2.736851681,1.476380654
3_211,c1ccccc1.Nc1cc(F)ccc1Cl,Nc1cc(F)c(-c2ccccc2)cc1Cl,Nc1cc(F)c(-c2ccc(-c3c(N)c(Cl)cc(-c4ccccc4)c3F)cc2)cc1Cl,Nc1cc(F)c(-c2ccc(-c3c(N)c(Cl)cc(-c4ccc(-c5c(N)c(Cl)cc(-c6ccc(-c7c(N)c(Cl)cc(-c8ccccc8)c7F)cc6)c5F)cc4)c3F)cc2)cc1Cl,-3.627785763,1.358634432
3_212,c1ccccc1.COc1ccc(C)cc1,COc1ccc(C)c(-c2ccccc2)c1,COc1ccc(C)c(-c2ccc(-c3cc(OC)cc(-c4ccccc4)c3C)cc2)c1,COc1ccc(C)c(-c2ccc(-c3cc(OC)cc(-c4ccc(-c5cc(OC)cc(-c6ccc(-c7cc(OC)cc(-c8ccccc8)c7C)cc6)c5C)cc4)c3C)cc2)c1,-3.788690444,1.717797741
3_213,c1ccccc1.Clc1cccc(Cl)c1,Clc1cccc(Cl)c1-c1ccccc1,Clc1cccc(Cl)c1-c1ccc(-c2ccc(Cl)c(-c3ccccc3)c2Cl)cc1,Clc1cccc(Cl)c1-c1ccc(-c2ccc(Cl)c(-c3ccc(-c4ccc(Cl)c(-c5ccc(-c6ccc(Cl)c(-c7ccccc7)c6Cl)cc5)c4Cl)cc3)c2Cl)cc1,-3.263597625,2.380964625
3_214,c1ccccc1.O=[N+]([O-])c1cccnc1,O=[N+]([O-])c1cnccc1-c1ccccc1,O=[N+]([O-])c1cnccc1-c1ccc(-c2cc(-c3ccccc3)c([N+](=O)[O-])cn2)cc1,O=[N+]([O-])c1cnccc1-c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(-c6cc(-c7ccccc7)c([N+](=O)[O-])cn6)cc5)c([N+](=O)[O-])cn4)cc3)c([N+](=O)[O-])cn2)cc1,-1.687692783,2.623627316
3_215,c1ccccc1.c1ccc2ncccc2c1,c1ccc(-c2ccc3cccnc3c2)cc1,c1ccc(-c2ccc3ccc(-c4ccc(-c5ccc6cccnc6c5)cc4)nc3c2)cc1,c1ccc(-c2ccc3ccc(-c4ccc(-c5ccc6ccc(-c7ccc(-c8ccc9ccc(-c%10ccc(-c%11ccc%12cccnc%12c%11)cc%10)nc9c8)cc7)nc6c5)cc4)nc3c2)cc1,-2.69038576,1.852116805
3_216,c1ccccc1.c1cncnc1,c1ccc(-c2ccncn2)cc1,c1ccc(-c2cc(-c3ccc(-c4ccncn4)cc3)ncn2)cc1,c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(-c6cc(-c7ccc(-c8ccncn8)cc7)ncn6)cc5)ncn4)cc3)ncn2)cc1,-2.381682846,2.328159308
3_217,c1ccccc1.Fc1cccnc1,Fc1ccc(-c2ccccc2)nc1,Fc1ccc(-c2ccc(-c3nc(-c4ccccc4)ccc3F)cc2)nc1,Fc1ccc(-c2ccc(-c3nc(-c4ccc(-c5nc(-c6ccc(-c7nc(-c8ccccc8)ccc7F)cc6)ccc5F)cc4)ccc3F)cc2)nc1,-2.934333192,1.985632967
3_218,c1ccccc1.N#Cc1ccccn1,N#Cc1ncccc1-c1ccccc1,N#Cc1ncccc1-c1ccc(-c2cnc(C#N)c(-c3ccccc3)c2)cc1,N#Cc1ncccc1-c1ccc(-c2cnc(C#N)c(-c3ccc(-c4cnc(C#N)c(-c5ccc(-c6cnc(C#N)c(-c7ccccc7)c6)cc5)c4)cc3)c2)cc1,-2.503333856,2.30257176
3_219,c1ccccc1.Cc1cccnc1,Cc1cnccc1-c1ccccc1,Cc1cnccc1-c1ccc(-c2nccc(-c3ccccc3)c2C)cc1,Cc1cnccc1-c1ccc(-c2nccc(-c3ccc(-c4nccc(-c5ccc(-c6nccc(-c7ccccc7)c6C)cc5)c4C)cc3)c2C)cc1,-3.419336552,2.178724245
3_220,c1ccccc1.O=Cc1ccccc1,O=Cc1ccccc1-c1ccccc1,O=Cc1ccccc1-c1ccc(-c2ccc(-c3ccccc3)c(C=O)c2)cc1,O=Cc1ccccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccccc7)c(C=O)c6)cc5)c(C=O)c4)cc3)c(C=O)c2)cc1,-2.569850719,2.090267238
3_221,c1ccccc1.Clc1cnc2cnccn12,Clc1cnc2cnc(-c3ccccc3)cn12,Clc1cnc2cnc(-c3ccc(-c4nc(-c5ccccc5)cn5c(Cl)cnc45)cc3)cn12,Clc1cnc2cnc(-c3ccc(-c4nc(-c5ccc(-c6nc(-c7ccc(-c8nc(-c9ccccc9)cn9c(Cl)cnc89)cc7)cn7c(Cl)cnc67)cc5)cn5c(Cl)cnc45)cc3)cn12,-2.551348875,1.683664919
3_222,c1ccccc1.c1cnc2[nH]ccc2n1,c1ccc(-c2cnc3[nH]ccc3n2)cc1,c1ccc(-c2cnc3[nH]cc(-c4ccc(-c5cnc6[nH]ccc6n5)cc4)c3n2)cc1,c1ccc(-c2cnc3[nH]cc(-c4ccc(-c5cnc6[nH]cc(-c7ccc(-c8cnc9[nH]cc(-c%10ccc(-c%11cnc%12[nH]ccc%12n%11)cc%10)c9n8)cc7)c6n5)cc4)c3n2)cc1,-2.882960892,1.292810672
3_223,c1ccccc1.Nc1ccccc1C(F)(F)F,Nc1ccc(-c2ccccc2)cc1C(F)(F)F,Nc1ccc(-c2ccc(-c3cc(-c4ccccc4)cc(C(F)(F)F)c3N)cc2)cc1C(F)(F)F,Nc1ccc(-c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccccc8)cc(C(F)(F)F)c7N)cc6)cc(C(F)(F)F)c5N)cc4)cc(C(F)(F)F)c3N)cc2)cc1C(F)(F)F,-3.511557973,1.261709311
3_224,c1ccccc1.CC(C)(C)C(=O)Nc1ccccc1,CC(C)(C)C(=O)Nc1cccc(-c2ccccc2)c1,CC(C)(C)C(=O)Nc1cccc(-c2ccc(-c3cc(NC(=O)C(C)(C)C)cc(-c4ccccc4)c3)cc2)c1,CC(C)(C)C(=O)Nc1cccc(-c2ccc(-c3cc(NC(=O)C(C)(C)C)cc(-c4ccc(-c5cc(NC(=O)C(C)(C)C)cc(-c6ccc(-c7cc(NC(=O)C(C)(C)C)cc(-c8ccccc8)c7)cc6)c5)cc4)c3)cc2)c1,-3.450276417,1.801739085
3_225,c1ccccc1.Nc1cccnc1,Nc1cccnc1-c1ccccc1,Nc1cccnc1-c1ccc(-c2ccc(N)c(-c3ccccc3)n2)cc1,Nc1cccnc1-c1ccc(-c2ccc(N)c(-c3ccc(-c4ccc(N)c(-c5ccc(-c6ccc(N)c(-c7ccccc7)n6)cc5)n4)cc3)n2)cc1,-3.607957558,0.967365995
3_226,c1ccccc1.Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2cc(-c3ccccc3)ccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2cc(-c3ccc(-c4ccc5c(-c6c(O)ccc7cc(-c8ccccc8)ccc67)c(O)ccc5c4)cc3)ccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2cc(-c3ccc(-c4ccc5c(-c6c(O)ccc7cc(-c8ccc(-c9ccc%10c(-c%11c(O)ccc%12cc(-c%13ccc(-c%14ccc%15c(-c%16c(O)ccc%17cc(-c%18ccccc%18)ccc%16%17)c(O)ccc%15c%14)cc%13)ccc%11%12)c(O)ccc%10c9)cc8)ccc67)c(O)ccc5c4)cc3)ccc12,-3.122088618,1.320326773
3_227,c1ccccc1.COC(=O)c1ccccc1,COC(=O)c1ccccc1-c1ccccc1,COC(=O)c1ccccc1-c1ccc(-c2cccc(-c3ccccc3)c2C(=O)OC)cc1,COC(=O)c1ccccc1-c1ccc(-c2cccc(-c3ccc(-c4cccc(-c5ccc(-c6cccc(-c7ccccc7)c6C(=O)OC)cc5)c4C(=O)OC)cc3)c2C(=O)OC)cc1,-3.240220638,2.309884856
3_228,c1ccccc1.c1cnc2ncccc2c1,c1ccc(-c2cnc3ncccc3c2)cc1,c1ccc(-c2cc3cccnc3nc2-c2ccc(-c3cnc4ncccc4c3)cc2)cc1,c1ccc(-c2cc3cccnc3nc2-c2ccc(-c3cc4cccnc4nc3-c3ccc(-c4cc5cccnc5nc4-c4ccc(-c5cnc6ncccc6c5)cc4)cc3)cc2)cc1,-2.411180036,2.032176093
3_229,c1ccccc1.OCc1cccnc1,OCc1ccc(-c2ccccc2)nc1,OCc1ccc(-c2ccc(-c3nc(-c4ccccc4)ccc3CO)cc2)nc1,OCc1ccc(-c2ccc(-c3nc(-c4ccc(-c5nc(-c6ccc(-c7nc(-c8ccccc8)ccc7CO)cc6)ccc5CO)cc4)ccc3CO)cc2)nc1,-3.119278407,1.931484458
3_230,c1ccccc1.Cc1ccc(N)cc1Cl,Cc1ccc(N)c(-c2ccccc2)c1Cl,Cc1ccc(N)c(-c2ccc(-c3cc(C)c(Cl)c(-c4ccccc4)c3N)cc2)c1Cl,Cc1ccc(N)c(-c2ccc(-c3cc(C)c(Cl)c(-c4ccc(-c5cc(C)c(Cl)c(-c6ccc(-c7cc(C)c(Cl)c(-c8ccccc8)c7N)cc6)c5N)cc4)c3N)cc2)c1Cl,-3.785323606,1.2654326
3_231,c1ccccc1.c1ccc2c(c1)[nH]c1ccccc12,c1ccc(-c2ccc3c(c2)[nH]c2ccccc23)cc1,c1ccc(-c2ccc3c(c2)[nH]c2cc(-c4ccc(-c5ccc6c(c5)[nH]c5ccccc56)cc4)ccc23)cc1,c1ccc(-c2ccc3c(c2)[nH]c2cc(-c4ccc(-c5ccc6c(c5)[nH]c5cc(-c7ccc(-c8ccc9c(c8)[nH]c8cc(-c%10ccc(-c%11ccc%12c(c%11)[nH]c%11ccccc%11%12)cc%10)ccc89)cc7)ccc56)cc4)ccc23)cc1,-3.3960858,1.235816738
3_232,c1ccccc1.c1cncnc1,c1ccc(-c2ncccn2)cc1,c1ccc(-c2nccc(-c3ccc(-c4ncccn4)cc3)n2)cc1,c1ccc(-c2nccc(-c3ccc(-c4nccc(-c5ccc(-c6nccc(-c7ccc(-c8ncccn8)cc7)n6)cc5)n4)cc3)n2)cc1,-2.573573579,2.217981288
3_233,c1ccccc1.c1ccc2ncncc2c1,c1ccc(-c2ncc3ccccc3n2)cc1,c1ccc(-c2ncc3cc(-c4ccc(-c5ncc6ccccc6n5)cc4)ccc3n2)cc1,c1ccc(-c2ncc3cc(-c4ccc(-c5ncc6cc(-c7ccc(-c8ncc9cc(-c%10ccc(-c%11ncc%12ccccc%12n%11)cc%10)ccc9n8)cc7)ccc6n5)cc4)ccc3n2)cc1,-2.364092935,1.840246556
3_234,c1ccccc1.c1ccc2c(c1)CCO2,c1ccc(-c2cccc3c2OCC3)cc1,c1ccc(-c2cc(-c3ccc(-c4cccc5c4OCC5)cc3)cc3c2OCC3)cc1,c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(-c6cc(-c7ccc(-c8cccc9c8OCC9)cc7)cc7c6OCC7)cc5)cc5c4OCC5)cc3)cc3c2OCC3)cc1,-3.628102881,1.363669974
3_235,c1ccccc1.O=C(O)Cc1ccccc1,O=C(O)Cc1ccccc1-c1ccccc1,O=C(O)Cc1ccccc1-c1ccc(-c2ccc(-c3ccccc3)c(CC(=O)O)c2)cc1,O=C(O)Cc1ccccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccccc7)c(CC(=O)O)c6)cc5)c(CC(=O)O)c4)cc3)c(CC(=O)O)c2)cc1,-3.363179645,2.015600998
3_236,c1ccccc1.Nc1cccc(Cl)c1Cl,Nc1c(-c2ccccc2)ccc(Cl)c1Cl,Nc1c(-c2ccc(-c3cc(-c4ccccc4)c(N)c(Cl)c3Cl)cc2)ccc(Cl)c1Cl,Nc1c(-c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccccc8)c(N)c(Cl)c7Cl)cc6)c(N)c(Cl)c5Cl)cc4)c(N)c(Cl)c3Cl)cc2)ccc(Cl)c1Cl,-3.450973628,1.411594437
3_237,c1ccccc1.COC(=O)c1ccccc1,COC(=O)c1ccc(-c2ccccc2)cc1,COC(=O)c1ccc(-c2ccc(-c3cc(-c4ccccc4)ccc3C(=O)OC)cc2)cc1,COC(=O)c1ccc(-c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccccc8)ccc7C(=O)OC)cc6)ccc5C(=O)OC)cc4)ccc3C(=O)OC)cc2)cc1,-2.862941441,2.222320034
3_238,c1ccccc1.O=Cc1ccc(C=O)cc1,O=Cc1ccc(C=O)c(-c2ccccc2)c1,O=Cc1ccc(C=O)c(-c2ccc(-c3cc(C=O)c(-c4ccccc4)cc3C=O)cc2)c1,O=Cc1ccc(C=O)c(-c2ccc(-c3cc(C=O)c(-c4ccc(-c5cc(C=O)c(-c6ccc(-c7cc(C=O)c(-c8ccccc8)cc7C=O)cc6)cc5C=O)cc4)cc3C=O)cc2)c1,-1.795854198,2.29697374
3_239,c1ccccc1.Cc1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc(-c2ccc3cccc(-c4ccccc4)c3n2)cc1,Cc1ccc(-c2ccc3cccc(-c4ccc(-c5cc(-c6ccccc6)c6nc(-c7ccc(C)cc7)ccc6c5)cc4)c3n2)cc1,Cc1ccc(-c2ccc3cccc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccc(-c9cc(-c%10ccccc%10)c%10nc(-c%11ccc(C)cc%11)ccc%10c9)cc8)c8nc(-c9ccc(C)cc9)ccc8c7)cc6)c6nc(-c7ccc(C)cc7)ccc6c5)cc4)c3n2)cc1,-2.694347901,1.559657363
3_240,c1ccccc1.Fc1cc(F)cc(F)c1,Fc1cc(F)c(-c2ccccc2)c(F)c1,Fc1cc(F)c(-c2ccc(-c3c(F)cc(F)c(-c4ccccc4)c3F)cc2)c(F)c1,Fc1cc(F)c(-c2ccc(-c3c(F)cc(F)c(-c4ccc(-c5c(F)cc(F)c(-c6ccc(-c7c(F)cc(F)c(-c8ccccc8)c7F)cc6)c5F)cc4)c3F)cc2)c(F)c1,-3.107575746,2.362949632
3_241,c1ccccc1.COC(=O)c1ncccc1O,COC(=O)c1nc(-c2ccccc2)ccc1O,COC(=O)c1nc(-c2ccc(-c3cc(-c4ccccc4)nc(C(=O)OC)c3O)cc2)ccc1O,COC(=O)c1nc(-c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccccc8)nc(C(=O)OC)c7O)cc6)nc(C(=O)OC)c5O)cc4)nc(C(=O)OC)c3O)cc2)ccc1O,-2.560753117,2.022634696
3_242,c1ccccc1.Cc1ccccc1,Cc1ccccc1-c1ccccc1,Cc1ccccc1-c1ccc(-c2ccc(-c3ccccc3)c(C)c2)cc1,Cc1ccccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccccc7)c(C)c6)cc5)c(C)c4)cc3)c(C)c2)cc1,-3.63797122,1.805580692
3_243,c1ccccc1.Nc1cc(Cl)ccc1F,Nc1c(F)ccc(Cl)c1-c1ccccc1,Nc1c(F)ccc(Cl)c1-c1ccc(-c2cc(F)c(N)c(-c3ccccc3)c2Cl)cc1,Nc1c(F)ccc(Cl)c1-c1ccc(-c2cc(F)c(N)c(-c3ccc(-c4cc(F)c(N)c(-c5ccc(-c6cc(F)c(N)c(-c7ccccc7)c6Cl)cc5)c4Cl)cc3)c2Cl)cc1,-3.709267311,1.426088458
3_244,c1ccccc1.c1ccc(COc2ccccc2)cc1,c1ccc(COc2ccc(-c3ccccc3)cc2)cc1,c1ccc(COc2ccc(-c3ccc(-c4cc(-c5ccccc5)ccc4OCc4ccccc4)cc3)cc2)cc1,c1ccc(COc2ccc(-c3ccc(-c4cc(-c5ccc(-c6cc(-c7ccc(-c8cc(-c9ccccc9)ccc8OCc8ccccc8)cc7)ccc6OCc6ccccc6)cc5)ccc4OCc4ccccc4)cc3)cc2)cc1,-3.679715382,1.47551811
3_245,c1ccccc1.N#CCC(=O)Nc1ccccc1,N#CCC(=O)Nc1ccccc1-c1ccccc1,N#CCC(=O)Nc1ccccc1-c1ccc(-c2ccc(NC(=O)CC#N)c(-c3ccccc3)c2)cc1,N#CCC(=O)Nc1ccccc1-c1ccc(-c2ccc(NC(=O)CC#N)c(-c3ccc(-c4ccc(NC(=O)CC#N)c(-c5ccc(-c6ccc(NC(=O)CC#N)c(-c7ccccc7)c6)cc5)c4)cc3)c2)cc1,-3.339796336,1.737543878
3_246,c1ccccc1.Cc1ccc(NCC(=O)NN)cc1,Cc1ccc(NCC(=O)NN)cc1-c1ccccc1,Cc1ccc(NCC(=O)NN)cc1-c1ccc(-c2cc(NCC(=O)NN)cc(-c3ccccc3)c2C)cc1,Cc1ccc(NCC(=O)NN)cc1-c1ccc(-c2cc(NCC(=O)NN)cc(-c3ccc(-c4cc(NCC(=O)NN)cc(-c5ccc(-c6cc(NCC(=O)NN)cc(-c7ccccc7)c6C)cc5)c4C)cc3)c2C)cc1,-3.813997367,1.125566453
3_247,c1ccccc1.c1ccc(-c2ccccn2)nc1,c1ccc(-c2cccc(-c3ccccn3)n2)cc1,c1ccc(-c2cccc(-c3cccc(-c4ccc(-c5cccc(-c6ccccn6)n5)cc4)n3)n2)cc1,c1ccc(-c2cccc(-c3cccc(-c4ccc(-c5cccc(-c6cccc(-c7ccc(-c8cccc(-c9cccc(-c%10ccc(-c%11cccc(-c%12ccccn%12)n%11)cc%10)n9)n8)cc7)n6)n5)cc4)n3)n2)cc1,-3.055571713,1.790216696
3_248,c1ccccc1.c1ccc(N2CCCCC2)cc1,c1ccc(-c2cccc(N3CCCCC3)c2)cc1,c1ccc(-c2cc(-c3ccc(-c4cccc(N5CCCCC5)c4)cc3)cc(N3CCCCC3)c2)cc1,c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(-c6cc(-c7ccc(-c8cccc(N9CCCCC9)c8)cc7)cc(N7CCCCC7)c6)cc5)cc(N5CCCCC5)c4)cc3)cc(N3CCCCC3)c2)cc1,-3.816794784,0.911628009
3_249,c1ccccc1.c1ccsc1,c1ccc(-c2ccsc2)cc1,c1ccc(-c2cscc2-c2ccc(-c3ccsc3)cc2)cc1,c1ccc(-c2cscc2-c2ccc(-c3cscc3-c3ccc(-c4cscc4-c4ccc(-c5ccsc5)cc4)cc3)cc2)cc1,-3.598566716,1.629977548
3_250,c1ccccc1.COc1ccccc1OC,COc1ccc(-c2ccccc2)cc1OC,COc1ccc(-c2ccc(-c3cc(OC)c(OC)cc3-c3ccccc3)cc2)cc1OC,COc1ccc(-c2ccc(-c3cc(OC)c(OC)cc3-c3ccc(-c4cc(OC)c(OC)cc4-c4ccc(-c5cc(OC)c(OC)cc5-c5ccccc5)cc4)cc3)cc2)cc1OC,-3.501878666,1.327307512
3_251,c1ccccc1.c1cnc2cccnc2c1,c1ccc(-c2cnc3cccnc3c2)cc1,c1ccc(-c2cnc3cc(-c4ccc(-c5cnc6cccnc6c5)cc4)cnc3c2)cc1,c1ccc(-c2cnc3cc(-c4ccc(-c5cnc6cc(-c7ccc(-c8cnc9cc(-c%10ccc(-c%11cnc%12cccnc%12c%11)cc%10)cnc9c8)cc7)cnc6c5)cc4)cnc3c2)cc1,-2.447148203,1.897984725
3_252,c1ccccc1.Fc1ccc(F)cc1,Fc1ccc(F)c(-c2ccccc2)c1,Fc1ccc(F)c(-c2ccc(-c3cc(F)c(-c4ccccc4)cc3F)cc2)c1,Fc1ccc(F)c(-c2ccc(-c3cc(F)c(-c4ccc(-c5cc(F)c(-c6ccc(-c7cc(F)c(-c8ccccc8)cc7F)cc6)cc5F)cc4)cc3F)cc2)c1,-2.986061041,2.075271893
3_253,c1ccccc1.Cc1ccc([N+](=O)[O-])cc1N,Cc1cc(-c2ccccc2)c([N+](=O)[O-])cc1N,Cc1cc(-c2ccc(-c3c(N)c(C)cc(-c4ccccc4)c3[N+](=O)[O-])cc2)c([N+](=O)[O-])cc1N,Cc1cc(-c2ccc(-c3c(N)c(C)cc(-c4ccc(-c5c(N)c(C)cc(-c6ccc(-c7c(N)c(C)cc(-c8ccccc8)c7[N+](=O)[O-])cc6)c5[N+](=O)[O-])cc4)c3[N+](=O)[O-])cc2)c([N+](=O)[O-])cc1N,-2.327394869,1.501834555
3_254,c1ccccc1.COCCOc1ccccc1,COCCOc1ccc(-c2ccccc2)cc1,COCCOc1ccc(-c2ccc(-c3cc(-c4ccccc4)ccc3OCCOC)cc2)cc1,COCCOc1ccc(-c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccccc8)ccc7OCCOC)cc6)ccc5OCCOC)cc4)ccc3OCCOC)cc2)cc1,-3.620300368,1.498037402
3_255,c1ccccc1.Cc1ccccn1,Cc1ccc(-c2ccccc2)cn1,Cc1ccc(-c2ccc(-c3cc(-c4ccccc4)cnc3C)cc2)cn1,Cc1ccc(-c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(-c7cc(-c8ccccc8)cnc7C)cc6)cnc5C)cc4)cnc3C)cc2)cn1,-3.433818338,1.965177179
