poly_ID,monoA,monoB,poly_SMI,EA,IP
5_386,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1c(Br)cccc1Br,c1ccc2nsnc2c1.O=C(O)c1ccccc1,-1.573940431,2.181296465
5_387,OB(O)c1ccc(B(O)O)c2nsnc12,COC(=O)COc1c(Br)cc(C=CC(=O)O)cc1Br,c1ccc2nsnc2c1.COC(=O)COc1ccc(C=CC(=O)O)cc1,-1.45863104,2.097848598
5_388,OB(O)c1ccc(B(O)O)c2nsnc12,NNc1cc(Br)ccc1Br,c1ccc2nsnc2c1.NNc1ccccc1,-1.94196401,1.072052764
5_389,OB(O)c1ccc(B(O)O)c2nsnc12,Clc1cc(Br)c(Cl)cc1Br,c1ccc2nsnc2c1.Clc1ccc(Cl)cc1,-1.509974378,2.162825267
5_390,OB(O)c1ccc(B(O)O)c2nsnc12,COc1ccc(Br)cc1Br,c1ccc2nsnc2c1.COc1ccccc1,-1.839313548,1.450713876
5_391,OB(O)c1ccc(B(O)O)c2nsnc12,O=C1C=C(Br)C(=O)C=C1Br,c1ccc2nsnc2c1.O=C1C=C(Br)C(=O)C=C1Br,-0.577834599,2.524145599
5_392,OB(O)c1ccc(B(O)O)c2nsnc12,O=C1c2ccc(Br)cc2C(=O)c2ccc(Br)cc21,c1ccc2nsnc2c1.O=C1c2ccccc2C(=O)c2ccccc21,-1.1632759,2.20985135
5_393,OB(O)c1ccc(B(O)O)c2nsnc12,COc1c(Br)cc(Br)c(F)c1F,c1ccc2nsnc2c1.COc1cccc(F)c1F,-1.631446848,1.814503204
5_394,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1cc(Br)ncc1Br,c1ccc2nsnc2c1.O=C(O)c1ccncc1,-1.386437812,2.013775565
5_395,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cc(Br)c2cccnc2c1,c1ccc2nsnc2c1.c1ccc2ncccc2c1,-1.733237329,1.775243731
5_396,OB(O)c1ccc(B(O)O)c2nsnc12,COc1c(Br)cc(Br)cc1C(=O)O,c1ccc2nsnc2c1.COc1ccccc1C(=O)O,-1.587841763,1.92263825
5_397,OB(O)c1ccc(B(O)O)c2nsnc12,N#Cc1cc(Br)cnc1Br,c1ccc2nsnc2c1.N#Cc1cccnc1,-1.48016037,2.042157336
5_398,OB(O)c1ccc(B(O)O)c2nsnc12,CC(=O)c1nc(Br)cnc1Br,c1ccc2nsnc2c1.CC(=O)c1cnccn1,-1.314566936,1.906353698
5_399,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1ccc(Br)c(F)c1Br,c1ccc2nsnc2c1.Nc1cccc(F)c1,-1.949005825,1.156945678
5_400,OB(O)c1ccc(B(O)O)c2nsnc12,[C-]#[N+]c1c(Br)cc(F)cc1Br,c1ccc2nsnc2c1.[C-]#[N+]c1ccc(F)cc1,-1.652055259,2.174923059
5_401,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccc2cccc(Br)c2n1,c1ccc2nsnc2c1.c1ccc2ncccc2c1,-1.774609132,1.609915617
5_402,OB(O)c1ccc(B(O)O)c2nsnc12,Fc1c(Br)cccc1Br,c1ccc2nsnc2c1.Fc1ccccc1,-1.764524834,1.962051661
5_403,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1c2ccccc2c(Br)c2nsnc12,c1ccc2nsnc2c1.c1ccc2cc3nsnc3cc2c1,-1.439544428,1.407491725
5_404,OB(O)c1ccc(B(O)O)c2nsnc12,O=c1[nH]cc(Br)nc1Br,c1ccc2nsnc2c1.O=c1cncc[nH]1,-1.681981229,1.432952762
5_405,OB(O)c1ccc(B(O)O)c2nsnc12,N#Cc1c(F)cc(Br)cc1Br,c1ccc2nsnc2c1.N#Cc1ccccc1F,-1.486821942,2.246288516
5_406,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1ccc(Br)cc1Br,c1ccc2nsnc2c1.Cc1ccccc1,-1.838281709,1.745564673
5_407,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(N)c(Br)cc1Br,c1ccc2nsnc2c1.Cc1cccc(N)c1,-1.978905414,1.009082933
5_408,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1ccc(Br)cc1Br,c1ccc2nsnc2c1.O=C(O)c1ccccc1,-1.591485628,2.12203987
5_409,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1c(Br)cnc(Cl)c1Br,c1ccc2nsnc2c1.Nc1ccnc(Cl)c1,-1.756684829,1.670855165
5_410,OB(O)c1ccc(B(O)O)c2nsnc12,Fc1cc(Br)cc(Cl)c1Br,c1ccc2nsnc2c1.Fc1cccc(Cl)c1,-1.550834459,2.143924792
5_411,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1[nH]c(=O)c(Br)cc1Br,c1ccc2nsnc2c1.Cc1cccc(=O)[nH]1,-1.781165672,1.32149395
5_412,OB(O)c1ccc(B(O)O)c2nsnc12,CCc1cc(Br)c(N)c(Br)c1,c1ccc2nsnc2c1.CCc1ccc(N)cc1,-1.979718891,1.076308143
5_413,OB(O)c1ccc(B(O)O)c2nsnc12,O=Cc1c(Br)ccnc1Br,c1ccc2nsnc2c1.O=Cc1cccnc1,-1.464766311,2.219579722
5_414,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1nc(Br)n(Cc2ccccc2)n1,c1ccc2nsnc2c1.c1ccc(Cn2cncn2)cc1,-1.691063992,1.887024463
5_415,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1ccc(Br)c(OC(F)F)c1Br,c1ccc2nsnc2c1.O=C(O)c1cccc(OC(F)F)c1,-1.392332812,2.468369565
5_416,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1c(Br)cc(C(=O)O)cc1Br,c1ccc2nsnc2c1.Nc1ccc(C(=O)O)cc1,-1.757261733,1.485881018
5_417,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1c(Br)ccc(Br)c1N,c1ccc2nsnc2c1.Nc1ccccc1N,-2.031497614,0.723768377
5_418,OB(O)c1ccc(B(O)O)c2nsnc12,COC(=O)c1nc(Br)cc(Br)c1OC,c1ccc2nsnc2c1.COC(=O)c1ncccc1OC,-1.507044815,2.006968555
5_419,OB(O)c1ccc(B(O)O)c2nsnc12,CCc1cc(Br)cc(CC)c1Br,c1ccc2nsnc2c1.CCc1cccc(CC)c1,-1.790866661,1.854538972
5_420,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1c(N)cc(Br)cc1Br,c1ccc2nsnc2c1.Cc1ccccc1N,-1.962468155,1.185220375
5_421,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1c2ccccc2c(-c2c3ccccc3c(Br)c3ccccc23)c2ccccc12,c1ccc2nsnc2c1.c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,-1.764746111,1.19904912
5_422,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1cncc(Br)c1Br,c1ccc2nsnc2c1.O=C(O)c1cccnc1,-1.446357873,2.347063375
5_423,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1cc(Br)ncc1Br,c1ccc2nsnc2c1.Nc1ccncc1,-1.846566289,1.342379287
5_424,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1cc(Br)c(O)cc1Br,c1ccc2nsnc2c1.O=C(O)c1ccc(O)cc1,-1.516484027,1.940635866
5_425,OB(O)c1ccc(B(O)O)c2nsnc12,CC(C)c1cc(Br)c(N)c(Br)c1,c1ccc2nsnc2c1.CC(C)c1ccc(N)cc1,-1.96678979,1.094759577
5_426,OB(O)c1ccc(B(O)O)c2nsnc12,Fc1cc(Br)c(Br)cc1F,c1ccc2nsnc2c1.Fc1ccccc1F,-1.605258213,2.069947716
5_427,OB(O)c1ccc(B(O)O)c2nsnc12,CC(=O)Nc1c(Br)cc(Br)cc1C(C)=O,c1ccc2nsnc2c1.CC(=O)Nc1ccccc1C(C)=O,-1.687057281,1.743481666
5_428,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1c[nH]c2ccnc(Br)c12,c1ccc2nsnc2c1.c1cc2[nH]ccc2cn1,-1.988410645,1.20862592
5_429,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1sc(Br)nc1Br,c1ccc2nsnc2c1.O=C(O)c1cncs1,-1.258468791,2.008362614
5_430,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cc(Br)c2c(n1)CCCN2,c1ccc2nsnc2c1.c1cnc2c(c1)NCCC2,-1.975850712,0.90894091
5_431,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccsc1-c1sccc1Br,c1ccc2nsnc2c1.c1csc(-c2cccs2)c1,-1.768223161,1.180024317
5_432,OB(O)c1ccc(B(O)O)c2nsnc12,Oc1cc(Br)c(O)cc1Br,c1ccc2nsnc2c1.Oc1ccc(O)cc1,-1.685608392,1.340423785
5_433,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)nc(Br)c1N,c1ccc2nsnc2c1.Cc1ccncc1N,-1.983162841,0.966641364
5_434,OB(O)c1ccc(B(O)O)c2nsnc12,O=c1[nH][nH]c2cc(Br)cc(Br)c12,c1ccc2nsnc2c1.O=c1[nH][nH]c2ccccc12,-1.799258626,1.525385988
5_435,OB(O)c1ccc(B(O)O)c2nsnc12,COC(=O)c1cc(Br)sc1Br,c1ccc2nsnc2c1.COC(=O)c1ccsc1,-1.376544864,1.512692389
5_436,OB(O)c1ccc(B(O)O)c2nsnc12,O=Cc1cc(Br)ncc1Br,c1ccc2nsnc2c1.O=Cc1ccncc1,-1.395773463,1.935973036
5_437,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1[nH]c(Br)nc1Br,c1ccc2nsnc2c1.Cc1cnc[nH]1,-1.908935721,0.959707118
5_438,OB(O)c1ccc(B(O)O)c2nsnc12,CC(=O)Nc1cc(Br)c([N+](=O)[O-])cc1Br,c1ccc2nsnc2c1.CC(=O)Nc1ccc([N+](=O)[O-])cc1,-1.424057597,2.136411469
5_439,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1c(Br)cc(Br)cc1CO,c1ccc2nsnc2c1.Nc1ccccc1CO,-1.975498502,1.008400748
5_440,OB(O)c1ccc(B(O)O)c2nsnc12,NNC(=O)COc1ccc(Br)cc1Br,c1ccc2nsnc2c1.NNC(=O)COc1ccccc1,-1.793948156,1.464456891
5_441,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1c(N)c(Br)cc(Br)c1Cl,c1ccc2nsnc2c1.Cc1c(N)cccc1Cl,-1.846981021,1.232425503
5_442,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c2ncc(Br)n2c1,c1ccc2nsnc2c1.Cc1ccc2nccn2c1,-1.868963551,1.079226812
5_443,OB(O)c1ccc(B(O)O)c2nsnc12,CC(=O)Nc1cc(Br)ccc1Br,c1ccc2nsnc2c1.CC(=O)Nc1ccccc1,-1.700367868,1.601696717
5_444,OB(O)c1ccc(B(O)O)c2nsnc12,Fc1cc(Br)cc(Br)c1,c1ccc2nsnc2c1.Fc1ccccc1,-1.696061089,1.945315093
5_445,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cnc2c(Br)ccnc2c1,c1ccc2nsnc2c1.c1cnc2cccnc2c1,-1.620255005,1.9188398
5_446,OB(O)c1ccc(B(O)O)c2nsnc12,Fc1c(Br)cc(Cl)cc1Br,c1ccc2nsnc2c1.Fc1ccc(Cl)cc1,-1.613241765,2.185456975
5_447,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cncc(Br)c1,c1ccc2nsnc2c1.c1ccncc1,-1.70934828,1.892556414
5_448,OB(O)c1ccc(B(O)O)c2nsnc12,COc1c(Br)cc(C(N)=NO)cc1Br,c1ccc2nsnc2c1.COc1ccc(C(N)=NO)cc1,-1.753012643,1.553848698
5_449,OB(O)c1ccc(B(O)O)c2nsnc12,FC(F)Oc1cc(Br)ccc1Br,c1ccc2nsnc2c1.FC(F)Oc1ccccc1,-1.574693031,1.865672479
5_450,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c(N)c(Br)c1[N+](=O)[O-],c1ccc2nsnc2c1.Cc1ccc(N)cc1[N+](=O)[O-],-1.637947951,1.542844842
5_451,OB(O)c1ccc(B(O)O)c2nsnc12,COc1cc(Br)ccc1Br,c1ccc2nsnc2c1.COc1ccccc1,-1.755995057,1.516309098
5_452,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccc(Br)nc1,c1ccc2nsnc2c1.c1ccncc1,-1.612012992,1.661306479
5_453,OB(O)c1ccc(B(O)O)c2nsnc12,Clc1cc(Br)nc(Br)c1,c1ccc2nsnc2c1.Clc1ccncc1,-1.571904411,1.956069757
5_454,OB(O)c1ccc(B(O)O)c2nsnc12,Fc1cc(Br)ccc1Br,c1ccc2nsnc2c1.Fc1ccccc1,-1.658579879,1.771520885
5_455,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1ncc(Br)cc1Br,c1ccc2nsnc2c1.Nc1ccccn1,-1.88473449,1.142503873
5_456,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccn2nc(Br)nc2c1,c1ccc2nsnc2c1.c1ccn2ncnc2c1,-1.674165441,1.856358399
5_457,OB(O)c1ccc(B(O)O)c2nsnc12,COc1nc(Br)cc(Br)c1N,c1ccc2nsnc2c1.COc1ncccc1N,-1.906487864,0.92153842
5_458,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1c(Br)cnc(Cl)c1Br,c1ccc2nsnc2c1.Cc1ccnc(Cl)c1,-1.605782394,2.194858011
5_459,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c([N+](=O)[O-])c(Br)c1,c1ccc2nsnc2c1.Cc1ccc([N+](=O)[O-])cc1,-1.478753764,2.321919863
5_460,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c(N)cc1Br,c1ccc2nsnc2c1.Cc1ccc(N)cc1,-1.935440747,1.073285855
5_461,OB(O)c1ccc(B(O)O)c2nsnc12,O=c1[nH]cc(Br)c(C(F)(F)F)c1Br,c1ccc2nsnc2c1.O=c1cc(C(F)(F)F)cc[nH]1,-1.643318868,1.892001081
5_462,OB(O)c1ccc(B(O)O)c2nsnc12,OCc1sc(Br)nc1Br,c1ccc2nsnc2c1.OCc1cncs1,-1.580569734,1.550652825
5_463,OB(O)c1ccc(B(O)O)c2nsnc12,Cn1nc(Br)c([N+](=O)[O-])c1Br,c1ccc2nsnc2c1.Cn1cc([N+](=O)[O-])cn1,-1.370858247,2.349623032
5_464,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1cc2cc(Br)ccc2c(Br)n1,c1ccc2nsnc2c1.Nc1cc2ccccc2cn1,-1.851386907,1.130077207
5_465,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1cc(Br)c([N+](=O)[O-])cc1Br,c1ccc2nsnc2c1.Nc1ccc([N+](=O)[O-])cc1,-1.646871344,1.672957787
5_466,OB(O)c1ccc(B(O)O)c2nsnc12,O=C1CCc2cc(Br)cc(Br)c2N1,c1ccc2nsnc2c1.O=C1CCc2ccccc2N1,-1.781619098,1.534672878
5_467,OB(O)c1ccc(B(O)O)c2nsnc12,Cn1cc(Br)nc1Br,c1ccc2nsnc2c1.Cn1ccnc1,-1.909195514,1.106539396
5_468,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cnc(Br)s1,c1ccc2nsnc2c1.c1cscn1,-1.400747233,1.315541921
5_469,OB(O)c1ccc(B(O)O)c2nsnc12,Clc1c(Br)cncc1Br,c1ccc2nsnc2c1.Clc1ccncc1,-1.578310071,2.207242242
5_470,OB(O)c1ccc(B(O)O)c2nsnc12,CC(=S)Nc1cc(Br)ccc1Br,c1ccc2nsnc2c1.CC(=S)Nc1ccccc1,-1.617439108,1.151438165
5_471,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cnc(Br)nc1,c1ccc2nsnc2c1.c1cncnc1,-1.49098943,1.860255725
5_472,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1n[nH]c2cc(Br)cc(Br)c12,c1ccc2nsnc2c1.Nc1n[nH]c2ccccc12,-1.925144661,1.004181495
5_473,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cc2ccccc2c(Br)n1,c1ccc2nsnc2c1.c1ccc2cnccc2c1,-1.792861353,1.593171808
5_474,OB(O)c1ccc(B(O)O)c2nsnc12,N#CCc1c(Br)cccc1Br,c1ccc2nsnc2c1.N#CCc1ccccc1,-1.668946892,2.124138531
5_475,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1n[nH]c(Br)n1,c1ccc2nsnc2c1.c1nc[nH]n1,-1.646925741,1.801890158
5_476,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1c(N)c(Br)cc(Br)c1F,c1ccc2nsnc2c1.Cc1c(N)cccc1F,-1.91868345,1.122235169
5_477,OB(O)c1ccc(B(O)O)c2nsnc12,COc1cc(Br)c(N)c(Br)c1,c1ccc2nsnc2c1.COc1ccc(N)cc1,-1.906812207,0.911792201
5_478,OB(O)c1ccc(B(O)O)c2nsnc12,CCOC(=O)c1cn2cc(Br)nc(Br)c2n1,c1ccc2nsnc2c1.CCOC(=O)c1cn2ccncc2n1,-1.597269762,1.752233945
5_479,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccc2c(c1)sc1cc(Br)ccc12,c1ccc2nsnc2c1.c1ccc2c(c1)sc1ccccc12,-1.737475637,1.460861933
5_480,OB(O)c1ccc(B(O)O)c2nsnc12,BrCc1cc(Br)cc(Br)c1,c1ccc2nsnc2c1.BrCc1ccccc1,-1.802161376,1.831263287
5_481,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c(Cl)c(Br)c1N,c1ccc2nsnc2c1.Cc1ccc(Cl)cc1N,-1.843240185,1.286918165
5_482,OB(O)c1ccc(B(O)O)c2nsnc12,FC(F)(F)c1cc(Br)nc(Br)c1,c1ccc2nsnc2c1.FC(F)(F)c1ccncc1,-1.533096099,2.051980753
5_483,OB(O)c1ccc(B(O)O)c2nsnc12,O=S1(=O)c2cc(Br)ccc2-c2ccc(Br)cc21,c1ccc2nsnc2c1.O=S1(=O)c2ccccc2-c2ccccc21,-1.599890037,1.698081202
5_484,OB(O)c1ccc(B(O)O)c2nsnc12,NCc1cc(Br)ccc1Br,c1ccc2nsnc2c1.NCc1ccccc1,-1.85442063,1.608779349
5_485,OB(O)c1ccc(B(O)O)c2nsnc12,FC(F)Oc1cc(Br)cc(Br)c1,c1ccc2nsnc2c1.FC(F)Oc1ccccc1,-1.662664021,1.995297668
5_486,OB(O)c1ccc(B(O)O)c2nsnc12,COc1c(Br)cccc1Br,c1ccc2nsnc2c1.COc1ccccc1,-1.752578071,1.810394526
5_487,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1c(Br)cc(Br)cc1OC(F)F,c1ccc2nsnc2c1.Nc1ccccc1OC(F)F,-1.836733035,1.157398781
5_488,OB(O)c1ccc(B(O)O)c2nsnc12,Oc1c(Br)cc(Br)c(F)c1F,c1ccc2nsnc2c1.Oc1cccc(F)c1F,-1.590143733,1.845687022
5_489,OB(O)c1ccc(B(O)O)c2nsnc12,Clc1cc(Br)c2ncc(Br)n2c1,c1ccc2nsnc2c1.Clc1ccc2nccn2c1,-1.699482096,1.31221672
5_490,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1nnc(Br)s1,c1ccc2nsnc2c1.c1nncs1,-1.176843751,1.949398592
5_491,OB(O)c1ccc(B(O)O)c2nsnc12,FC(F)(F)Oc1ccc(Br)c(Br)c1,c1ccc2nsnc2c1.FC(F)(F)Oc1ccccc1,-1.61469958,2.087594018
5_492,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c(C)nc1Br,c1ccc2nsnc2c1.Cc1ccc(C)nc1,-1.756498969,1.865790229
5_493,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1c(Br)cc(F)c(Cl)c1Br,c1ccc2nsnc2c1.Nc1ccc(F)c(Cl)c1,-1.71683011,1.463603844
5_494,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1c(Br)ccc(Br)c1Cl,c1ccc2nsnc2c1.Cc1ccccc1Cl,-1.685587596,2.078980225
5_495,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1cc(Br)nc(Br)c1,c1ccc2nsnc2c1.Nc1ccncc1,-1.965088294,1.494108053
5_496,OB(O)c1ccc(B(O)O)c2nsnc12,Cn1cc(Br)nc(Br)c1=O,c1ccc2nsnc2c1.Cn1ccncc1=O,-1.719223865,1.38708071
5_497,OB(O)c1ccc(B(O)O)c2nsnc12,CN(C)c1ncc(Br)nc1Br,c1ccc2nsnc2c1.CN(C)c1cnccn1,-1.92152122,0.963577357
5_498,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccc(-c2ccc(Br)cc2)cc1,c1ccc2nsnc2c1.c1ccc(-c2ccccc2)cc1,-1.798666754,1.49460636
5_499,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c(F)c(Br)c1N,c1ccc2nsnc2c1.Cc1ccc(F)cc1N,-1.952731593,1.153239958
5_500,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccc(-c2ccc(-c3ccc(Br)s3)s2)s1,c1ccc2nsnc2c1.c1csc(-c2ccc(-c3cccs3)s2)c1,-1.63673584,0.625940971
5_501,OB(O)c1ccc(B(O)O)c2nsnc12,[O-][n+]1cc(Br)ccc1Br,c1ccc2nsnc2c1.[O-][n+]1ccccc1,-1.473324634,1.794053814
5_502,OB(O)c1ccc(B(O)O)c2nsnc12,N#Cc1cc(Br)cc(Br)c1F,c1ccc2nsnc2c1.N#Cc1ccccc1F,-1.578159218,2.153234234
5_503,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)Cc1cc(Br)cc(Br)c1,c1ccc2nsnc2c1.O=C(O)Cc1ccccc1,-1.727201381,1.886677747
5_504,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccccc1Br,c1ccc2nsnc2c1.c1ccccc1,-1.817802057,1.812935962
5_505,OB(O)c1ccc(B(O)O)c2nsnc12,COC(=O)c1nc(Br)sc1Br,c1ccc2nsnc2c1.COC(=O)c1cscn1,-1.218230192,1.841923831
5_506,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1cc(Cl)c(Br)c(Cl)c1Br,c1ccc2nsnc2c1.Nc1cc(Cl)cc(Cl)c1,-1.694326216,1.558670716
5_507,OB(O)c1ccc(B(O)O)c2nsnc12,COc1ncc(Br)cc1Br,c1ccc2nsnc2c1.COc1ccccn1,-1.743623415,1.608909438
5_508,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cnc(Br)cn1,c1ccc2nsnc2c1.c1cnccn1,-1.40010734,1.753635232
5_509,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1nc(Br)ncc1Br,c1ccc2nsnc2c1.Cc1ccncn1,-1.584426264,1.892078074
5_510,OB(O)c1ccc(B(O)O)c2nsnc12,OCc1ccc(Br)cc1Br,c1ccc2nsnc2c1.OCc1ccccc1,-1.748382279,1.859041088
5_511,OB(O)c1ccc(B(O)O)c2nsnc12,CCOC(=O)c1nc(Br)sc1Br,c1ccc2nsnc2c1.CCOC(=O)c1cscn1,-1.235354433,1.822211878
5_512,OB(O)c1ccc(B(O)O)c2nsnc12,FC(F)(F)c1cc(Br)cc(Br)c1Cl,c1ccc2nsnc2c1.FC(F)(F)c1ccccc1Cl,-1.501204106,2.224651054
5_513,OB(O)c1ccc(B(O)O)c2nsnc12,CC(C)(C)c1cc(Br)c(C(C)(C)C)cc1Br,c1ccc2nsnc2c1.CC(C)(C)c1ccc(C(C)(C)C)cc1,-1.779514072,2.107947444
5_514,OB(O)c1ccc(B(O)O)c2nsnc12,Nc1c(Br)cncc1Br,c1ccc2nsnc2c1.Nc1ccncc1,-1.864831413,1.438940122
5_515,OB(O)c1ccc(B(O)O)c2nsnc12,FC(F)(F)Oc1cc(Br)cc(Br)c1,c1ccc2nsnc2c1.FC(F)(F)Oc1ccccc1,-1.59797875,2.078894245
5_516,OB(O)c1ccc(B(O)O)c2nsnc12,COc1cc(Br)c(O)c(Br)c1,c1ccc2nsnc2c1.COc1ccc(O)cc1,-1.665727629,1.410130185
5_517,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c(N)c(Br)c1C,c1ccc2nsnc2c1.Cc1ccc(N)cc1C,-1.96046928,1.097627598
5_518,OB(O)c1ccc(B(O)O)c2nsnc12,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,c1ccc2nsnc2c1.CN(Cc1ccccc1N)C1CCCCC1,-2.0724834,0.852842122
5_519,OB(O)c1ccc(B(O)O)c2nsnc12,CCOC(=O)c1cc(Br)sc1Br,c1ccc2nsnc2c1.CCOC(=O)c1ccsc1,-1.390932612,1.495591293
5_520,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1ccccc1-c1ccccc1Br,c1ccc2nsnc2c1.c1ccc(-c2ccccc2)cc1,-1.78487906,1.731864301
5_521,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1cc(Br)c(C)c(Br)c1,c1ccc2nsnc2c1.Cc1ccc(C)cc1,-1.834977286,1.927128602
5_522,OB(O)c1ccc(B(O)O)c2nsnc12,O=[N+]([O-])c1cc(Br)c(F)cc1Br,c1ccc2nsnc2c1.O=[N+]([O-])c1ccc(F)cc1,-1.314129215,2.301052614
5_523,OB(O)c1ccc(B(O)O)c2nsnc12,OC(CNc1ccccc1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,c1ccc2nsnc2c1.OC(CNc1ccccc1)Cn1c2ccccc2c2ccccc21,-2.046539389,0.859425656
5_524,OB(O)c1ccc(B(O)O)c2nsnc12,Brc1cnc2c(Br)cnn2c1,c1ccc2nsnc2c1.c1cnc2ccnn2c1,-1.747381362,1.211182392
5_525,OB(O)c1ccc(B(O)O)c2nsnc12,O=c1[nH]c(Cl)c(Br)cc1Br,c1ccc2nsnc2c1.O=c1cccc(Cl)[nH]1,-1.635224627,1.55233831
5_526,OB(O)c1ccc(B(O)O)c2nsnc12,O=[N+]([O-])c1cc(Br)cc2c1[nH]c1ccc(Br)cc12,c1ccc2nsnc2c1.O=[N+]([O-])c1cccc2c1[nH]c1ccccc12,-1.707520938,1.49475759
5_527,OB(O)c1ccc(B(O)O)c2nsnc12,FC(F)(F)c1c(Br)cccc1Br,c1ccc2nsnc2c1.FC(F)(F)c1ccccc1,-1.72664462,2.230832962
5_528,OB(O)c1ccc(B(O)O)c2nsnc12,Clc1cc(Br)cnc1Br,c1ccc2nsnc2c1.Clc1cccnc1,-1.537847146,2.015895854
5_529,OB(O)c1ccc(B(O)O)c2nsnc12,COc1cc(Br)cc(Br)c1N,c1ccc2nsnc2c1.COc1ccccc1N,-1.958051116,0.87102246
5_530,OB(O)c1ccc(B(O)O)c2nsnc12,CCn1c2cc(Br)ccc2c2ccc(Br)cc21,c1ccc2nsnc2c1.CCn1c2ccccc2c2ccccc21,-1.918032245,1.180941761
5_531,OB(O)c1ccc(B(O)O)c2nsnc12,Cc1nc(F)c(Br)cc1Br,c1ccc2nsnc2c1.Cc1cccc(F)n1,-1.639919905,2.040752423
5_532,OB(O)c1ccc(B(O)O)c2nsnc12,O=C(O)c1c(Br)sc(Br)c1C(=O)O,c1ccc2nsnc2c1.O=C(O)c1cscc1C(=O)O,-1.018698904,1.92491281
5_533,OB(O)c1ccc(B(O)O)c2nsnc12,CC(C)c1cc(Br)cc(Br)c1N,c1ccc2nsnc2c1.CC(C)c1ccccc1N,-1.99267867,0.990296785
